Using default parameters: 
	- linear edge agents 30
	- agents 900
	- features 3
	- number of possible values for any feature 8000
	- number of iterations 100
	- degree 8
	- delta 0.000000
	- maxSide 0
Initializing Model ... 
Numero di links 7200
pos_features = 500
Simulation 1
13000	7175
14000	7170
15000	7184
16000	7189
17000	7110
18000	7147
19000	7186
20000	7128
21000	7032
22000	7049
23000	6999
24000	6007
25000	5967
26000	5586
27000	5258
28000	5289
29000	5501
30000	6277
31000	5614
Numero di step eseguiti = 31319
Simulation 17
0	7196
Numero di step eseguiti = 44
Simulation 18
0	7193
Numero di step eseguiti = 383
Simulation 19
0	7192
Numero di step eseguiti = 781
Simulation 20
0	7196
Numero di step eseguiti = 92
Simulation 21
0	7193
1000	7194
2000	7195
3000	7197
4000	7196
5000	7195
6000	7188
7000	7188
8000	7194
9000	7192
10000	7186
11000	7191
12000	7189
Numero di step eseguiti = 12340
Simulation 22
0	7196
Numero di step eseguiti = 107
Simulation 23
0	7196
Numero di step eseguiti = 60
Simulation 24
0	7192
Numero di step eseguiti = 928
Simulation 25
0	7193
Numero di step eseguiti = 119
Simulation 26
0	7192
Numero di step eseguiti = 218
Simulation 27
0	7191
1000	7196
2000	7196
3000	7190
4000	7197
5000	7191
6000	7192
7000	7193
8000	7194
9000	7194
10000	7190
11000	7186
12000	7194
13000	7186
14000	7188
15000	7191
16000	7180
17000	7195
18000	7189
19000	7152
20000	7184
21000	7185
22000	7179
23000	7176
24000	7162
25000	6999
26000	6396
27000	6218
28000	6083
29000	5611
30000	4986
31000	5281
32000	4275
Numero di step eseguiti = 32621
Simulation 28
0	7193
Numero di step eseguiti = 273
Simulation 29
0	7195
Numero di step eseguiti = 174
Simulation 30
0	7194
Numero di step eseguiti = 99
Simulation 31
0	7194
Numero di step eseguiti = 223
Simulation 32
0	7192
Numero di step eseguiti = 127
Simulation 33
0	7194
Numero di step eseguiti = 274
Simulation 34
0	7194
Numero di step eseguiti = 687
Simulation 35
0	7197
Numero di step eseguiti = 34
Simulation 36
0	7192
1000	7195
2000	7198
3000	7198
4000	7195
5000	7186
6000	7191
7000	7193
8000	7193
9000	7190
10000	7189
11000	7188
12000	7195
13000	7193
14000	7198
15000	7183
16000	7187
17000	7182
18000	7181
19000	7181
20000	7166
21000	7182
22000	7137
23000	7169
24000	7145
25000	7011
26000	6694
27000	6313
28000	5812
29000	5645
30000	5171
31000	5048
32000	4778
33000	4239
34000	3952
35000	3756
36000	3354
37000	3250
38000	4499
Numero di step eseguiti = 38609
Simulation 37
0	7195
Numero di step eseguiti = 197
Simulation 38
0	7195
Numero di step eseguiti = 244
Simulation 39
0	7196
Numero di step eseguiti = 53
Simulation 40
0	7192
Numero di step eseguiti = 283
Simulation 41
0	7197
1000	7194
2000	7195
3000	7190
4000	7190
5000	7190
6000	7190
7000	7189
8000	7191
9000	7192
10000	7186
11000	7185
12000	7194
13000	7193
14000	7186
15000	7177
16000	7189
17000	7177
18000	7152
19000	7180
20000	7190
21000	7184
22000	7183
23000	7143
24000	7098
25000	6870
26000	6631
27000	6536
28000	6074
29000	6031
30000	5473
31000	5252
32000	4873
33000	4261
34000	4074
35000	4408
36000	3729
37000	3327
38000	3412
39000	3366
40000	7176
Numero di step eseguiti = 40003
Simulation 42
0	7196
Numero di step eseguiti = 75
Simulation 43
0	7199
Numero di step eseguiti = 93
Simulation 44
0	7193
1000	7194
2000	7195
Numero di step eseguiti = 2716
Simulation 45
0	7194
Numero di step eseguiti = 463
Simulation 46
0	7189
Numero di step eseguiti = 254
Simulation 47
0	7196
Numero di step eseguiti = 120
Simulation 48
0	7190
1000	7195
2000	7195
3000	7187
4000	7188
5000	7192
6000	7192
7000	7176
8000	7191
9000	7187
10000	7168
11000	7185
12000	7186
Numero di step eseguiti = 12439
Simulation 49
0	7200
Numero di step eseguiti = 1
Simulation 50
0	7195
Numero di step eseguiti = 46
Simulation 51
0	7196
Numero di step eseguiti = 818
Simulation 52
0	7198
Numero di step eseguiti = 223
Simulation 53
0	7194
Numero di step eseguiti = 148
Simulation 54
0	7199
Numero di step eseguiti = 22
Simulation 55
0	7190
Numero di step eseguiti = 383
Simulation 56
0	7195
Numero di step eseguiti = 88
Simulation 57
0	7191
1000	7197
Numero di step eseguiti = 1269
Simulation 58
0	7192
Numero di step eseguiti = 440
Simulation 59
0	7195
Numero di step eseguiti = 80
Simulation 60
0	7198
Numero di step eseguiti = 193
Simulation 61
0	7191
Numero di step eseguiti = 541
Simulation 62
0	7190
Numero di step eseguiti = 98
Simulation 63
0	7192
Numero di step eseguiti = 302
Simulation 64
0	7194
1000	7192
2000	7194
3000	7193
4000	7199
5000	7188
6000	7198
7000	7188
8000	7192
9000	7187
10000	7175
11000	7170
12000	7169
13000	7192
14000	7191
15000	7194
16000	7178
17000	7145
18000	7134
19000	7183
20000	6868
21000	6669
22000	6465
23000	6455
24000	6386
25000	6102
26000	5705
27000	5442
28000	5210
29000	4889
30000	4709
31000	4811
32000	4395
33000	4648
Numero di step eseguiti = 33596
Simulation 65
0	7192
Numero di step eseguiti = 481
Simulation 66
0	7198
1000	7195
2000	7195
3000	7198
4000	7193
5000	7194
6000	7188
7000	7189
8000	7198
9000	7196
10000	7180
11000	7185
12000	7178
13000	7161
14000	7192
15000	7197
16000	6968
17000	6987
18000	6934
19000	6909
20000	6870
21000	6788
22000	6611
23000	6216
24000	6002
25000	5829
26000	5387
27000	5018
28000	4552
29000	4224
30000	4040
31000	3949
32000	3850
33000	3614
34000	3608
35000	3463
36000	3110
37000	2998
38000	2755
39000	2487
40000	2545
41000	2545
42000	4353
Numero di step eseguiti = 42442
Simulation 67
0	7189
Numero di step eseguiti = 67
Simulation 68
0	7191
Numero di step eseguiti = 489
Simulation 69
0	7197
1000	7191
Numero di step eseguiti = 1799
Simulation 70
0	7196
Numero di step eseguiti = 266
Simulation 71
0	7197
Numero di step eseguiti = 296
Simulation 72
0	7190
Numero di step eseguiti = 113
Simulation 73
0	7197
Numero di step eseguiti = 415
Simulation 74
0	7190
Numero di step eseguiti = 289
Simulation 75
0	7195
Numero di step eseguiti = 106
Simulation 76
0	7193
Numero di step eseguiti = 943
Simulation 77
0	7193
1000	7191
2000	7190
3000	7190
4000	7191
5000	7195
6000	7191
7000	7190
8000	7187
9000	7194
10000	7192
11000	7176
12000	7192
13000	7186
14000	7192
15000	7171
16000	7159
17000	7174
18000	7141
19000	7169
20000	6883
21000	6843
22000	6606
23000	6343
24000	6014
25000	5856
26000	5678
27000	5537
28000	4684
29000	4419
30000	3882
31000	4001
32000	4913
33000	3482
Numero di step eseguiti = 33404
Simulation 78
0	7195
1000	7195
2000	7196
3000	7195
4000	7189
5000	7187
6000	7190
7000	7190
8000	7186
9000	7189
10000	7192
11000	7189
12000	7189
13000	7191
14000	7191
15000	7184
16000	7174
17000	7192
18000	7184
19000	7175
20000	7160
21000	7184
22000	7180
23000	7194
24000	7141
25000	6988
26000	6859
27000	6707
28000	6513
29000	6093
30000	5502
31000	4854
32000	4615
33000	3692
34000	3529
35000	4858
36000	3299
37000	3012
38000	4429
Numero di step eseguiti = 38884
Simulation 79
0	7197
1000	7197
2000	7195
3000	7192
4000	7196
5000	7196
6000	7194
7000	7192
8000	7193
9000	7187
10000	7195
11000	7185
12000	7182
13000	7161
14000	7183
15000	7181
16000	7171
17000	7174
18000	7190
19000	7150
20000	7068
21000	7185
22000	7059
23000	6957
24000	6712
25000	6304
26000	5387
27000	5146
28000	4950
29000	7199
30000	4778
31000	4255
32000	3941
33000	3931
34000	3299
Numero di step eseguiti = 34618
Simulation 80
0	7197
Numero di step eseguiti = 96
Simulation 81
0	7193
Numero di step eseguiti = 277
Simulation 82
0	7193
Numero di step eseguiti = 299
Simulation 83
0	7193
Numero di step eseguiti = 117
Simulation 84
0	7195
Numero di step eseguiti = 83
Simulation 85
0	7196
Numero di step eseguiti = 89
Simulation 86
0	7198
Numero di step eseguiti = 115
Simulation 87
0	7198
Numero di step eseguiti = 118
Simulation 88
0	7197
Numero di step eseguiti = 134
Simulation 89
0	7196
Numero di step eseguiti = 508
Simulation 90
0	7195
Numero di step eseguiti = 100
Simulation 91
0	7197
Numero di step eseguiti = 335
Simulation 92
0	7191
Numero di step eseguiti = 681
Simulation 93
0	7196
1000	7196
2000	7195
Numero di step eseguiti = 2482
Simulation 94
0	7193
Numero di step eseguiti = 147
Simulation 95
0	7192
Numero di step eseguiti = 334
Simulation 96
0	7195
Numero di step eseguiti = 64
Simulation 97
0	7191
1000	7194
2000	7194
3000	7190
4000	7191
5000	7191
6000	7193
7000	7193
8000	7183
9000	7193
10000	7192
11000	7189
12000	7193
13000	7194
14000	7192
15000	7183
16000	7174
17000	7191
18000	7188
19000	7134
20000	7154
21000	7164
22000	7181
23000	7161
24000	7095
25000	7105
26000	6611
27000	6022
28000	5832
29000	5591
30000	5227
31000	4597
32000	4189
33000	3996
34000	3795
35000	4043
36000	3161
Numero di step eseguiti = 36911
Simulation 98
0	7195
1000	7196
2000	7191
3000	7190
4000	7193
5000	7191
6000	7192
7000	7192
8000	7193
9000	7175
10000	7191
11000	7193
12000	7191
13000	7196
Numero di step eseguiti = 13070
Simulation 99
0	7196
Numero di step eseguiti = 280
Simulation 100
0	7193
Numero di step eseguiti = 898
pos_features = 4000
Simulation 1
0	7191
Numero di step eseguiti = 628
Simulation 2
0	7195
Numero di step eseguiti = 182
Simulation 3
0	7198
Numero di step eseguiti = 55
Simulation 4
0	7193
Numero di step eseguiti = 121
Simulation 5
0	7194
Numero di step eseguiti = 49
Simulation 6
0	7190
Numero di step eseguiti = 148
Simulation 7
0	7191
Numero di step eseguiti = 277
Simulation 8
0	7193
Numero di step eseguiti = 109
Simulation 9
0	7193
Numero di step eseguiti = 83
Simulation 10
0	7193
Numero di step eseguiti = 743
Simulation 11
0	7192
Numero di step eseguiti = 172
Simulation 12
0	7195
Numero di step eseguiti = 240
Simulation 13
0	7194
1000	7193
Numero di step eseguiti = 1517
Simulation 14
0	7195
Numero di step eseguiti = 348
Simulation 15
0	7193
Numero di step eseguiti = 361
Simulation 16
0	7198
1000	7196
2000	7191
3000	7198
4000	7194
5000	7195
6000	7195
7000	7189
8000	7189
9000	7194
10000	7185
11000	7184
12000	7184
13000	7190
14000	7185
15000	7185
Numero di step eseguiti = 15655
Simulation 17
0	7187
Numero di step eseguiti = 825
Simulation 18
0	7194
Numero di step eseguiti = 77
Simulation 19
0	7192
Numero di step eseguiti = 715
Simulation 20
0	7197
Numero di step eseguiti = 85
Simulation 21
0	7191
1000	7196
2000	7198
3000	7195
4000	7193
5000	7193
6000	7185
7000	7191
8000	7194
Numero di step eseguiti = 8110
Simulation 22
0	7193
Numero di step eseguiti = 338
Simulation 23
0	7189
Numero di step eseguiti = 407
Simulation 24
0	7195
Numero di step eseguiti = 58
Simulation 25
0	7196
Numero di step eseguiti = 377
Simulation 26
0	7199
Numero di step eseguiti = 186
Simulation 27
0	7194
Numero di step eseguiti = 485
Simulation 28
0	7196
Numero di step eseguiti = 145
Simulation 29
0	7194
Numero di step eseguiti = 315
Simulation 30
0	7193
Numero di step eseguiti = 70
Simulation 31
0	7195
Numero di step eseguiti = 671
Simulation 32
0	7194
Numero di step eseguiti = 433
Simulation 33
0	7193
1000	7197
2000	7195
3000	7194
Numero di step eseguiti = 3905
Simulation 34
0	7194
Numero di step eseguiti = 709
Simulation 35
0	7195
Numero di step eseguiti = 587
Simulation 36
0	7191
Numero di step eseguiti = 150
Simulation 37
0	7193
Numero di step eseguiti = 398
Simulation 38
0	7195
Numero di step eseguiti = 538
Simulation 39
0	7192
Numero di step eseguiti = 438
Simulation 40
0	7197
Numero di step eseguiti = 31
Simulation 41
0	7195
Numero di step eseguiti = 498
Simulation 42
0	7193
Numero di step eseguiti = 348
Simulation 43
0	7198
Numero di step eseguiti = 278
Simulation 44
0	7194
Numero di step eseguiti = 180
Simulation 45
0	7192
Numero di step eseguiti = 528
Simulation 46
0	7197
Numero di step eseguiti = 25
Simulation 47
0	7196
Numero di step eseguiti = 829
Simulation 48
0	7196
1000	7195
Numero di step eseguiti = 1394
Simulation 49
0	7192
Numero di step eseguiti = 217
Simulation 50
0	7193
Numero di step eseguiti = 203
Simulation 51
0	7197
Numero di step eseguiti = 32
Simulation 52
0	7197
1000	7197
Numero di step eseguiti = 1075
Simulation 53
0	7196
Numero di step eseguiti = 338
Simulation 54
0	7195
Numero di step eseguiti = 71
Simulation 55
0	7196
Numero di step eseguiti = 184
Simulation 56
0	7196
Numero di step eseguiti = 398
Simulation 57
0	7188
1000	7195
Numero di step eseguiti = 1096
Simulation 58
0	7192
Numero di step eseguiti = 255
Simulation 59
0	7198
Numero di step eseguiti = 554
Simulation 60
0	7192
Numero di step eseguiti = 308
Simulation 61
0	7198
Numero di step eseguiti = 105
Simulation 62
0	7192
Numero di step eseguiti = 596
Simulation 63
0	7195
Numero di step eseguiti = 252
Simulation 64
0	7198
Numero di step eseguiti = 205
Simulation 65
0	7194
Numero di step eseguiti = 373
Simulation 66
0	7194
Numero di step eseguiti = 574
Simulation 67
0	7194
Numero di step eseguiti = 185
Simulation 68
0	7194
Numero di step eseguiti = 433
Simulation 69
0	7192
1000	7198
2000	7196
3000	7194
4000	7193
Numero di step eseguiti = 4398
Simulation 70
0	7194
Numero di step eseguiti = 206
Simulation 71
0	7194
Numero di step eseguiti = 222
Simulation 72
0	7190
1000	7192
Numero di step eseguiti = 1382
Simulation 73
0	7190
1000	7194
2000	7194
3000	7188
4000	7193
5000	7187
6000	7194
7000	7190
8000	7181
9000	7186
10000	7184
11000	7187
12000	7187
13000	7184
14000	7178
15000	7184
16000	7183
17000	7154
18000	7178
19000	7161
20000	7182
21000	7142
22000	7139
23000	7011
24000	7070
25000	6531
26000	6176
27000	5603
28000	5271
29000	4783
30000	4304
31000	4376
32000	4095
33000	4181
34000	3803
35000	3587
Numero di step eseguiti = 35780
Simulation 74
0	7193
Numero di step eseguiti = 167
Simulation 75
0	7193
Numero di step eseguiti = 627
Simulation 76
0	7193
Numero di step eseguiti = 50
Simulation 77
0	7198
Numero di step eseguiti = 81
Simulation 78
0	7197
Numero di step eseguiti = 180
Simulation 79
0	7196
Numero di step eseguiti = 246
Simulation 80
0	7194
Numero di step eseguiti = 232
Simulation 81
0	7197
Numero di step eseguiti = 553
Simulation 82
0	7195
Numero di step eseguiti = 113
Simulation 83
0	7190
Numero di step eseguiti = 201
Simulation 84
0	7193
Numero di step eseguiti = 169
Simulation 85
0	7196
Numero di step eseguiti = 222
Simulation 86
0	7195
Numero di step eseguiti = 745
Simulation 87
0	7194
Numero di step eseguiti = 535
Simulation 88
0	7197
Numero di step eseguiti = 51
Simulation 89
0	7196
1000	7195
2000	7193
3000	7190
4000	7195
5000	7192
6000	7190
7000	7191
8000	7192
9000	7193
10000	7178
11000	7188
12000	7166
13000	7187
14000	7186
15000	7160
16000	7177
17000	7151
18000	7114
19000	7186
20000	7168
21000	7189
22000	7178
23000	7186
24000	7175
25000	7117
26000	6806
27000	6414
28000	5741
29000	5215
30000	4930
31000	4563
32000	4166
33000	3543
34000	3379
35000	3270
36000	2907
37000	3823
38000	4054
Numero di step eseguiti = 38532
Simulation 90
0	7194
Numero di step eseguiti = 215
Simulation 91
0	7198
Numero di step eseguiti = 267
Simulation 92
0	7196
Numero di step eseguiti = 101
Simulation 93
0	7198
1000	7196
2000	7194
3000	7195
4000	7192
5000	7194
6000	7196
7000	7190
8000	7191
Numero di step eseguiti = 8297
Simulation 94
0	7197
Numero di step eseguiti = 174
Simulation 95
0	7196
Numero di step eseguiti = 179
Simulation 96
0	7195
Numero di step eseguiti = 165
Simulation 97
0	7192
Numero di step eseguiti = 56
Simulation 98
0	7194
Numero di step eseguiti = 354
Simulation 99
0	7194
Numero di step eseguiti = 623
Simulation 100
0	7198
Numero di step eseguiti = 359
pos_features = 4500
Simulation 1
0	7197
Numero di step eseguiti = 882
Simulation 2
0	7191
Numero di step eseguiti = 207
Simulation 3
0	7195
Numero di step eseguiti = 296
Simulation 4
0	7197
Numero di step eseguiti = 108
Simulation 5
0	7195
Numero di step eseguiti = 426
Simulation 6
0	7195
Numero di step eseguiti = 158
Simulation 7
0	7195
Numero di step eseguiti = 45
Simulation 8
0	7193
1000	7196
2000	7198
3000	7198
4000	7194
5000	7188
6000	7195
7000	7198
8000	7195
9000	7192
10000	7192
11000	7187
12000	7193
13000	7187
14000	7190
15000	7176
16000	7190
17000	7178
18000	7178
19000	7143
20000	7161
21000	7079
22000	7164
23000	7185
24000	7197
25000	7191
26000	6865
27000	6634
28000	6689
29000	6372
30000	6090
31000	5911
32000	5422
33000	4458
34000	4436
35000	5095
36000	4819
37000	4876
38000	5874
Numero di step eseguiti = 38239
Simulation 9
0	7197
Numero di step eseguiti = 242
Simulation 10
0	7192
1000	7198
2000	7193
3000	7190
4000	7192
5000	7187
6000	7195
7000	7194
8000	7185
9000	7181
10000	7179
11000	7186
12000	7176
13000	7158
14000	7174
15000	7176
16000	7170
17000	7088
18000	7187
19000	6862
20000	6974
21000	6556
22000	6416
23000	5649
24000	5536
25000	5054
26000	4958
27000	4480
28000	4540
29000	4107
30000	3460
31000	3460
32000	3136
33000	5030
Numero di step eseguiti = 33085
Simulation 11
0	7195
1000	7195
2000	7193
3000	7198
4000	7191
5000	7192
6000	7188
7000	7194
Numero di step eseguiti = 7313
Simulation 12
0	7198
Numero di step eseguiti = 165
Simulation 13
0	7197
Numero di step eseguiti = 257
Simulation 14
0	7197
Numero di step eseguiti = 46
Simulation 15
0	7196
1000	7198
2000	7195
3000	7193
4000	7190
Numero di step eseguiti = 4354
Simulation 16
0	7197
Numero di step eseguiti = 293
Simulation 17
0	7193
Numero di step eseguiti = 153
Simulation 18
0	7193
Numero di step eseguiti = 341
Simulation 19
0	7192
Numero di step eseguiti = 53
Simulation 20
0	7199
Numero di step eseguiti = 16
Simulation 21
0	7195
Numero di step eseguiti = 161
Simulation 22
0	7195
1000	7196
Numero di step eseguiti = 1369
Simulation 23
0	7195
Numero di step eseguiti = 51
Simulation 24
0	7196
Numero di step eseguiti = 239
Simulation 25
0	7192
Numero di step eseguiti = 86
Simulation 26
0	7195
Numero di step eseguiti = 886
Simulation 27
0	7197
Numero di step eseguiti = 131
Simulation 28
0	7196
Numero di step eseguiti = 54
Simulation 29
0	7193
Numero di step eseguiti = 115
Simulation 30
0	7198
Numero di step eseguiti = 79
Simulation 31
0	7195
Numero di step eseguiti = 188
Simulation 32
0	7195
1000	7193
2000	7194
3000	7194
Numero di step eseguiti = 3506
Simulation 33
0	7196
Numero di step eseguiti = 99
Simulation 34
0	7197
Numero di step eseguiti = 137
Simulation 35
0	7197
Numero di step eseguiti = 248
Simulation 36
0	7194
Numero di step eseguiti = 267
Simulation 37
0	7197
Numero di step eseguiti = 64
Simulation 38
0	7198
Numero di step eseguiti = 198
Simulation 39
0	7192
Numero di step eseguiti = 411
Simulation 40
0	7195
Numero di step eseguiti = 990
Simulation 41
0	7197
1000	7193
2000	7197
3000	7195
4000	7198
5000	7194
6000	7187
7000	7197
8000	7192
9000	7186
10000	7180
11000	7177
12000	7183
13000	7190
14000	7187
15000	7195
16000	7194
17000	7186
18000	7181
19000	7186
20000	7156
21000	7182
22000	7189
23000	7162
24000	7165
25000	7152
26000	7019
27000	6981
28000	6599
29000	6321
30000	5558
31000	5086
32000	4704
33000	4539
34000	4481
35000	4503
36000	4138
37000	3654
38000	4448
Numero di step eseguiti = 38221
Simulation 42
0	7195
1000	7195
2000	7195
3000	7192
4000	7186
5000	7187
6000	7193
7000	7191
8000	7194
Numero di step eseguiti = 8223
Simulation 43
0	7196
Numero di step eseguiti = 122
Simulation 44
0	7196
Numero di step eseguiti = 420
Simulation 45
0	7196
Numero di step eseguiti = 307
Simulation 46
0	7195
Numero di step eseguiti = 868
Simulation 47
0	7198
Numero di step eseguiti = 441
Simulation 48
0	7192
Numero di step eseguiti = 917
Simulation 49
0	7186
Numero di step eseguiti = 454
Simulation 50
0	7190
1000	7197
2000	7191
3000	7193
4000	7195
5000	7194
6000	7192
7000	7195
8000	7185
9000	7191
10000	7188
11000	7182
12000	7183
13000	7187
14000	7155
15000	7146
16000	7159
17000	7133
18000	7059
19000	7114
20000	6975
21000	6904
22000	6816
23000	6489
24000	6549
25000	6487
26000	6121
27000	6038
28000	6259
Numero di step eseguiti = 28283
Simulation 51
0	7199
Numero di step eseguiti = 112
Simulation 52
0	7200
Numero di step eseguiti = 1
Simulation 53
0	7198
Numero di step eseguiti = 154
Simulation 54
0	7197
